Age Group,Gender,Country,Education Level,Recent Job Title,Coding Experience,Industry,Company Size,Num Language,Average Annual Salary ($USD)
22-24,Man,India,Master’s degree,Software Engineer,< 1 ,Accounting/Finance,"10,000 or more ",1,6249.5
35-39,Woman,India,Master’s degree,Software Engineer,10-20 ,Broadcasting/Communications,"1000-9,999 ",2,12499.5
30-34,Man,Nigeria,Master’s degree,Data Scientist,< 1 ,Retail/Sales,0-49 ,1,499.5
40-44,Man,India,Master’s degree,Data Scientist,10-20 ,Computers/Technology,250-999 ,3,3499.5
18-21,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 ,Non-profit/Service,0-49 ,5,499.5
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 ,Computers/Technology,0-49 ,2,12499.5
30-34,Man,Other,Professional doctorate,Research Scientist,5-10 ,Academics/Education,250-999 ,2,499.5
30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 ,Online Business/Internet-based Sales,50-249 ,2,22499.5
18-21,Man,China,Master’s degree,Business Analyst,5-10 ,Academics/Education,0-49 ,1,499.5
30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 ,Computers/Technology,"1000-9,999 ",2,17499.5
50-54,Man,Japan,I prefer not to answer,Other,< 1 ,Manufacturing/Fabrication,50-249 ,1,74999.5
25-29,Woman,India,Master’s degree,Data Analyst,< 1 ,Retail/Sales,50-249 ,3,1499.5
25-29,Man,Nepal,Master’s degree,Software Engineer,1-3 ,Academics/Education,250-999 ,1,1499.5
45-49,Man,India,Professional doctorate,Data Scientist,10-20 ,Computers/Technology,"10,000 or more ",4,27499.5
35-39,Man,Turkey,Master’s degree,Other,1-3 ,Retail/Sales,"1000-9,999 ",2,27499.5
45-49,Man,India,Doctoral degree,Other,I have never written code,Academics/Education,50-249 ,0,499.5
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 ,Computers/Technology,"1000-9,999 ",2,0.0
22-24,Woman,India,Bachelor’s degree,Data Analyst,I have never written code,Other,"10,000 or more ",0,3499.5
25-29,Woman,Japan,Master’s degree,Other,3-5 ,Manufacturing/Fabrication,250-999 ,1,499.5
35-39,Man,South Korea,Bachelor’s degree,Software Engineer,10-20 ,Online Business/Internet-based Sales,0-49 ,2,54999.5
50-54,Woman,United States of America,Doctoral degree,Data Scientist,10-20 ,Academics/Education,50-249 ,3,74999.5
25-29,Man,Nigeria,Master’s degree,Statistician,< 1 ,Academics/Education,0-49 ,1,6249.5
35-39,Man,Ghana,Professional doctorate,Program/Project Manager,< 1 ,Medical/Pharmaceutical,50-249 ,1,499.5
18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-3 ,Academics/Education,0-49 ,4,499.5
35-39,Man,Brazil,Doctoral degree,Other,< 1 ,Academics/Education,"1000-9,999 ",3,2499.5
22-24,Man,Russia,Master’s degree,Machine Learning Engineer,1-3 ,Academics/Education,250-999 ,3,3499.5
55-59,Man,Sweden,Doctoral degree,Program/Project Manager,20+ ,Energy/Mining,0-49 ,1,74999.5
22-24,Man,India,Bachelor’s degree,Other,1-3 ,Computers/Technology,"10,000 or more ",1,6249.5
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist,3-5 ,Academics/Education,"10,000 or more ",1,0.0
30-34,Woman,Italy,Master’s degree,Software Engineer,5-10 ,Computers/Technology,50-249 ,3,2499.5
45-49,Man,South Korea,Doctoral degree,Product Manager,< 1 ,Other,"10,000 or more ",1,84999.5
25-29,Man,United States of America,Doctoral degree,Research Scientist,5-10 ,Academics/Education,"10,000 or more ",2,34999.5
18-21,Woman,Turkey,Master’s degree,Data Analyst,1-3 ,Government/Public Service,0-49 ,3,499.5
25-29,Man,Malaysia,Master’s degree,Data Scientist,3-5 ,Computers/Technology,"1000-9,999 ",1,74999.5
25-29,Man,Taiwan,Master’s degree,Software Engineer,1-3 ,Computers/Technology,250-999 ,2,22499.5
45-49,Man,Italy,Doctoral degree,Data Scientist,10-20 ,Government/Public Service,"1000-9,999 ",3,44999.5
50-54,Man,South Korea,Master’s degree,Machine Learning Engineer,10-20 ,Energy/Mining,0-49 ,1,12499.5
35-39,Man,China,Bachelor’s degree,Data Analyst,< 1 ,Manufacturing/Fabrication,"10,000 or more ",1,27499.5
18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,"10,000 or more ",5,499.5
25-29,Man,Mexico,Master’s degree,Statistician,1-3 ,Academics/Education,250-999 ,2,64999.5
40-44,Man,Japan,Bachelor’s degree,Other,1-3 ,Government/Public Service,"10,000 or more ",1,84999.5
25-29,Man,Russia,Doctoral degree,Data Scientist,3-5 ,Computers/Technology,50-249 ,2,4499.5
22-24,Man,India,Master’s degree,Data Analyst,< 1 ,Computers/Technology,"10,000 or more ",2,4499.5
22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 ,Non-profit/Service,50-249 ,3,12499.5
60-69,Man,Italy,Bachelor’s degree,Business Analyst,5-10 ,Government/Public Service,"1000-9,999 ",4,44999.5
25-29,Man,Germany,Master’s degree,Data Scientist,3-5 ,Computers/Technology,"1000-9,999 ",6,84999.5
22-24,Man,India,Master’s degree,Program/Project Manager,3-5 ,Computers/Technology,0-49 ,0,27499.5
22-24,Man,Nigeria,Master’s degree,Research Scientist,< 1 ,Academics/Education,0-49 ,1,499.5
35-39,Man,Other,Doctoral degree,Research Scientist,1-3 ,Academics/Education,"1000-9,999 ",2,12499.5
22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 ,Shipping/Transportation,250-999 ,3,0.0
35-39,Man,United States of America,Doctoral degree,Other,10-20 ,Academics/Education,"10,000 or more ",4,84999.5
35-39,Man,United States of America,Master’s degree,Software Engineer,< 1 ,Energy/Mining,0-49 ,2,54999.5
30-34,Man,Tunisia,Master’s degree,Other,< 1 ,Military/Security/Defense,"1000-9,999 ",2,2499.5
22-24,Man,Brazil,Bachelor’s degree,Data Scientist,1-3 ,Energy/Mining,"1000-9,999 ",2,6249.5
22-24,Man,Germany,Bachelor’s degree,Machine Learning Engineer,1-3 ,Academics/Education,0-49 ,2,499.5
22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,< 1 ,Computers/Technology,50-249 ,3,499.5
30-34,Man,Italy,Doctoral degree,Software Engineer,3-5 ,Energy/Mining,250-999 ,1,34999.5
30-34,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 ,Retail/Sales,"1000-9,999 ",1,499.5
35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,< 1 ,Broadcasting/Communications,"10,000 or more ",2,44999.5
45-49,Man,Russia,Master’s degree,Other,I have never written code,Accounting/Finance,0-49 ,0,22499.5
25-29,Man,I do not wish to disclose my location,Doctoral degree,Research Scientist,5-10 ,Academics/Education,"1000-9,999 ",3,22499.5
22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,1-3 ,Academics/Education,0-49 ,2,17499.5
30-34,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 ,Other,50-249 ,3,17499.5
40-44,Man,Nigeria,Doctoral degree,Research Scientist,< 1 ,Government/Public Service,"1000-9,999 ",4,1499.5
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 ,Academics/Education,"1000-9,999 ",6,17499.5
35-39,Man,Other,Bachelor’s degree,Data Analyst,< 1 ,Academics/Education,0-49 ,2,499.5
25-29,Man,Egypt,Bachelor’s degree,Data Engineer,< 1 ,Computers/Technology,0-49 ,2,499.5
30-34,Man,Brazil,Master’s degree,Other,10-20 ,Government/Public Service,"1000-9,999 ",0,12499.5
30-34,Man,Canada,Master’s degree,Data Engineer,5-10 ,Manufacturing/Fabrication,"1000-9,999 ",2,84999.5
25-29,Man,Malaysia,Master’s degree,Data Scientist,5-10 ,Computers/Technology,50-249 ,4,64999.5
22-24,Woman,India,Bachelor’s degree,Data Scientist,1-3 ,Computers/Technology,250-999 ,2,499.5
25-29,Man,Japan,Master’s degree,Machine Learning Engineer,5-10 ,Online Service/Internet-based Services,"10,000 or more ",6,4499.5
22-24,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 ,Computers/Technology,0-49 ,3,499.5
30-34,Man,Indonesia,Bachelor’s degree,Program/Project Manager,1-3 ,Hospitality/Entertainment/Sports,50-249 ,1,0.0
22-24,Man,India,Master’s degree,Business Analyst,1-3 ,Computers/Technology,"1000-9,999 ",4,8749.5
25-29,Man,Other,Bachelor’s degree,Product Manager,< 1 ,Energy/Mining,0-49 ,3,0.0
22-24,Man,Ghana,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,50-249 ,3,1499.5
50-54,Man,United States of America,Master’s degree,Data Scientist,5-10 ,Hospitality/Entertainment/Sports,50-249 ,2,84999.5
60-69,Man,Russia,Doctoral degree,Data Scientist,1-3 ,Insurance/Risk Assessment,50-249 ,3,1499.5
25-29,Man,Russia,Master’s degree,Business Analyst,< 1 ,Computers/Technology,"10,000 or more ",1,0.0
40-44,Man,Russia,Master’s degree,Data Engineer,< 1 ,Manufacturing/Fabrication,"10,000 or more ",0,12499.5
35-39,Man,Russia,I prefer not to answer,Research Scientist,10-20 ,Academics/Education,0-49 ,3,4499.5
30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,3-5 ,Medical/Pharmaceutical,"1000-9,999 ",4,499.5
25-29,Man,Colombia,Master’s degree,Data Scientist,3-5 ,Accounting/Finance,"1000-9,999 ",3,4499.5
25-29,Man,Other,Master’s degree,Business Analyst,< 1 ,Other,0-49 ,2,44999.5
40-44,Man,Japan,Professional doctorate,Research Scientist,10-20 ,Academics/Education,"1000-9,999 ",2,74999.5
45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,10-20 ,Academics/Education,50-249 ,4,0.0
50-54,Man,Poland,Master’s degree,Business Analyst,< 1 ,Accounting/Finance,50-249 ,1,0.0
50-54,Man,Turkey,Bachelor’s degree,Other,1-3 ,Academics/Education,0-49 ,2,6249.5
18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 ,Computers/Technology,"10,000 or more ",2,8749.5
22-24,Man,India,Doctoral degree,Statistician,1-3 ,Hospitality/Entertainment/Sports,0-49 ,1,499.5
35-39,Woman,Other,Bachelor’s degree,Data Analyst,1-3 ,Broadcasting/Communications,"1000-9,999 ",3,64999.5
22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 ,Academics/Education,250-999 ,2,3499.5
30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 ,Academics/Education,"1000-9,999 ",1,17499.5
18-21,Woman,China,I prefer not to answer,Data Analyst,1-3 ,Academics/Education,0-49 ,2,499.5
25-29,Woman,Nigeria,Bachelor’s degree,Software Engineer,3-5 ,Other,"1000-9,999 ",2,3499.5
25-29,Woman,Nigeria,Bachelor’s degree,Data Scientist,< 1 ,Online Service/Internet-based Services,0-49 ,1,0.0
22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,"10,000 or more ",2,3499.5
30-34,Man,India,Master’s degree,Data Scientist,1-3 ,Academics/Education,0-49 ,2,17499.5
25-29,Man,Turkey,Bachelor’s degree,Data Scientist,3-5 ,Accounting/Finance,"10,000 or more ",6,2499.5
35-39,Woman,United States of America,Master’s degree,Other,< 1 ,Academics/Education,250-999 ,1,17499.5
30-34,Man,Russia,Master’s degree,Data Analyst,3-5 ,Academics/Education,250-999 ,1,17499.5
35-39,Man,China,Master’s degree,Business Analyst,1-3 ,Marketing/CRM,0-49 ,2,499.5
30-34,Woman,Pakistan,Doctoral degree,Software Engineer,1-3 ,Academics/Education,250-999 ,4,499.5
25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 ,Accounting/Finance,"10,000 or more ",3,17499.5
40-44,Woman,United States of America,Bachelor’s degree,Other,I have never written code,Medical/Pharmaceutical,50-249 ,0,12499.5
35-39,Man,India,Bachelor’s degree,Software Engineer,5-10 ,Manufacturing/Fabrication,"1000-9,999 ",3,8749.5
22-24,Man,Peru,Bachelor’s degree,Data Analyst,1-3 ,Manufacturing/Fabrication,50-249 ,3,499.5
60-69,Man,Taiwan,Doctoral degree,Research Scientist,20+ ,Computers/Technology,"10,000 or more ",4,0.0
30-34,Man,Colombia,Bachelor’s degree,Data Scientist,< 1 ,Computers/Technology,0-49 ,2,22499.5
25-29,Man,India,Master’s degree,Research Scientist,< 1 ,Academics/Education,50-249 ,3,499.5
30-34,Man,India,Master’s degree,Data Engineer,< 1 ,Online Service/Internet-based Services,"10,000 or more ",2,12499.5
35-39,Man,Indonesia,Master’s degree,Other,10-20 ,Academics/Education,"1000-9,999 ",3,12499.5
35-39,Woman,United States of America,Doctoral degree,Research Scientist,3-5 ,Academics/Education,50-249 ,1,64999.5
60-69,Man,United States of America,Bachelor’s degree,Program/Project Manager,20+ ,Computers/Technology,0-49 ,4,64999.5
35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Scientist,3-5 ,Online Service/Internet-based Services,0-49 ,2,17499.5
22-24,Man,Morocco,Master’s degree,Data Scientist,1-3 ,Academics/Education,0-49 ,4,1499.5
22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,0-49 ,5,6249.5
22-24,Man,Spain,Master’s degree,Data Scientist,5-10 ,Computers/Technology,"1000-9,999 ",3,27499.5
50-54,Man,Other,Master’s degree,Data Scientist,10-20 ,Academics/Education,0-49 ,2,22499.5
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,1-3 ,Shipping/Transportation,250-999 ,2,44999.5
30-34,Man,Pakistan,Doctoral degree,Machine Learning Engineer,3-5 ,Academics/Education,250-999 ,3,6249.5
45-49,Man,Japan,Bachelor’s degree,Program/Project Manager,10-20 ,Computers/Technology,250-999 ,1,74999.5
50-54,Man,Egypt,Bachelor’s degree,Data Analyst,3-5 ,Energy/Mining,"1000-9,999 ",3,22499.5
30-34,Man,Pakistan,Doctoral degree,Machine Learning Engineer,< 1 ,Government/Public Service,"1000-9,999 ",1,499.5
18-21,Man,Viet Nam,Master’s degree,Business Analyst,< 1 ,Online Business/Internet-based Sales,250-999 ,1,8749.5
40-44,Prefer not to say,Japan,Doctoral degree,Machine Learning Engineer,20+ ,Computers/Technology,50-249 ,4,44999.5
35-39,Man,United States of America,Doctoral degree,Data Scientist,< 1 ,Academics/Education,50-249 ,1,499.5
30-34,Man,Russia,Master’s degree,Program/Project Manager,3-5 ,Shipping/Transportation,250-999 ,2,34999.5
30-34,Woman,United Arab Emirates,Master’s degree,Business Analyst,5-10 ,Energy/Mining,50-249 ,5,12499.5
22-24,Man,Spain,Bachelor’s degree,Machine Learning Engineer,3-5 ,Broadcasting/Communications,50-249 ,2,27499.5
35-39,Man,Bangladesh,Master’s degree,Software Engineer,10-20 ,Computers/Technology,0-49 ,3,44999.5
25-29,Man,India,Master’s degree,Other,3-5 ,Manufacturing/Fabrication,"10,000 or more ",2,6249.5
25-29,Man,India,Master’s degree,Software Engineer,3-5 ,Computers/Technology,0-49 ,1,6249.5
30-34,Prefer not to say,India,Master’s degree,Software Engineer,3-5 ,Academics/Education,0-49 ,7,8749.5
25-29,Woman,Other,Doctoral degree,Research Scientist,3-5 ,Academics/Education,0-49 ,5,64999.5
40-44,Woman,United States of America,Bachelor’s degree,Software Engineer,10-20 ,Military/Security/Defense,0-49 ,2,84999.5
22-24,Woman,Other,Master’s degree,Data Analyst,3-5 ,Academics/Education,0-49 ,4,499.5
40-44,Man,Belgium,Bachelor’s degree,Data Analyst,20+ ,Academics/Education,"1000-9,999 ",3,2499.5
60-69,Man,France,Master’s degree,Data Scientist,20+ ,Retail/Sales,"1000-9,999 ",2,84999.5
40-44,Man,Japan,Master’s degree,Program/Project Manager,10-20 ,Computers/Technology,"10,000 or more ",4,84999.5
30-34,Woman,India,Doctoral degree,Research Scientist,< 1 ,Academics/Education,250-999 ,3,1499.5
35-39,Man,Spain,Master’s degree,Other,5-10 ,Other,0-49 ,4,74999.5
35-39,Man,Philippines,Master’s degree,Other,1-3 ,Academics/Education,"1000-9,999 ",5,499.5
45-49,Man,Turkey,Doctoral degree,Research Scientist,10-20 ,Academics/Education,"1000-9,999 ",2,17499.5
25-29,Woman,India,Master’s degree,Data Analyst,< 1 ,Computers/Technology,50-249 ,2,12499.5
18-21,Man,India,Master’s degree,Data Scientist,1-3 ,Computers/Technology,50-249 ,8,8749.5
22-24,Woman,Indonesia,Bachelor’s degree,DBA/Database Engineer,3-5 ,Academics/Education,50-249 ,3,499.5
22-24,Woman,Pakistan,Master’s degree,Machine Learning Engineer,< 1 ,Academics/Education,0-49 ,3,499.5
30-34,Man,Germany,Master’s degree,Data Analyst,1-3 ,Broadcasting/Communications,50-249 ,2,34999.5
22-24,Man,Viet Nam,Doctoral degree,Software Engineer,3-5 ,Broadcasting/Communications,250-999 ,4,6249.5
40-44,Man,Nigeria,Doctoral degree,Data Engineer,5-10 ,Computers/Technology,0-49 ,2,12499.5
30-34,Man,India,Bachelor’s degree,Data Engineer,10-20 ,Computers/Technology,"10,000 or more ",2,22499.5
30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Business Analyst,3-5 ,Online Service/Internet-based Services,0-49 ,2,499.5
25-29,Man,Germany,Master’s degree,Machine Learning Engineer,5-10 ,Academics/Education,"10,000 or more ",1,0.0
35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Other,10-20 ,Online Service/Internet-based Services,50-249 ,1,499.5
22-24,Woman,India,Bachelor’s degree,Machine Learning Engineer,3-5 ,Academics/Education,0-49 ,4,499.5
25-29,Woman,United States of America,Doctoral degree,Data Scientist,1-3 ,Computers/Technology,50-249 ,3,4499.5
35-39,Man,China,Master’s degree,Program/Project Manager,10-20 ,Government/Public Service,250-999 ,3,8749.5
22-24,Man,Colombia,Bachelor’s degree,Business Analyst,1-3 ,Computers/Technology,0-49 ,4,3499.5
30-34,Man,France,Master’s degree,Data Analyst,1-3 ,Marketing/CRM,0-49 ,4,27499.5
30-34,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,50-249 ,1,499.5
25-29,Man,South Korea,Bachelor’s degree,Data Analyst,< 1 ,Marketing/CRM,0-49 ,2,34999.5
30-34,Woman,Indonesia,Master’s degree,Other,1-3 ,Energy/Mining,"1000-9,999 ",2,6249.5
25-29,Man,Algeria,Master’s degree,Other,1-3 ,Online Business/Internet-based Sales,0-49 ,2,499.5
18-21,Man,Pakistan,No formal education past high school,Developer Relations/Advocacy,< 1 ,Academics/Education,0-49 ,3,499.5
30-34,Woman,Nigeria,Master’s degree,Data Analyst,< 1 ,Energy/Mining,"1000-9,999 ",2,499.5
40-44,Man,Portugal,Doctoral degree,Research Scientist,20+ ,Accounting/Finance,0-49 ,1,22499.5
35-39,Man,India,Bachelor’s degree,Other,5-10 ,Computers/Technology,"10,000 or more ",2,44999.5
30-34,Man,India,Master’s degree,Data Scientist,1-3 ,Other,"1000-9,999 ",2,12499.5
30-34,Man,Other,Master’s degree,Data Scientist,3-5 ,Broadcasting/Communications,0-49 ,3,34999.5
22-24,Man,Mexico,Bachelor’s degree,Software Engineer,1-3 ,Retail/Sales,0-49 ,4,8749.5
40-44,Man,Russia,Master’s degree,Software Engineer,3-5 ,Computers/Technology,"1000-9,999 ",6,8749.5
30-34,Woman,Other,Master’s degree,Data Analyst,3-5 ,Marketing/CRM,50-249 ,0,8749.5
35-39,Man,Brazil,Bachelor’s degree,Data Engineer,1-3 ,Academics/Education,0-49 ,5,499.5
35-39,Man,Viet Nam,Bachelor’s degree,Business Analyst,< 1 ,Manufacturing/Fabrication,0-49 ,1,499.5
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,3-5 ,Computers/Technology,50-249 ,2,54999.5
22-24,Man,China,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,250-999 ,5,12499.5
25-29,Woman,India,Bachelor’s degree,Business Analyst,1-3 ,Computers/Technology,"10,000 or more ",1,499.5
25-29,Man,Russia,Master’s degree,Research Scientist,1-3 ,Computers/Technology,"1000-9,999 ",1,12499.5
25-29,Man,Russia,No formal education past high school,Data Analyst,5-10 ,Online Business/Internet-based Sales,250-999 ,2,22499.5
25-29,Man,Turkey,Bachelor’s degree,Data Scientist,1-3 ,Military/Security/Defense,0-49 ,2,12499.5
30-34,Prefer not to say,India,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,"1000-9,999 ",2,499.5
22-24,Man,India,Master’s degree,Data Scientist,1-3 ,Computers/Technology,"10,000 or more ",3,6249.5
